order_id,origin_site_id,origin_name,origin_city,origin_state,origin_zip,customer_name,delivery_city,delivery_state,delivery_zip,delivery_address,order_date,delivery_due_date,total_usd,item_count,status
ORD-10323,MFG-06,Great Lakes Plant,Detroit,MI,48265,Apex Inc,Phoenix,AZ,85053,8032 Industrial Blvd,2026-02-17,2026-03-03,23709.9,6,delivered
ORD-10324,MFG-04,Southeast Plant,Atlanta,GA,30338,Summit Services,Phoenix,AZ,85037,360 Parkway,2026-02-17,2026-03-02,9259.8,4,delivered
ORD-10325,MFG-05,West Coast DC,Los Angeles,CA,90078,Global Services,Detroit,MI,48216,9731 Main St,2026-02-15,2026-03-03,20927.58,21,open
ORD-10326,MFG-08,Pacific Northwest DC,Seattle,WA,98158,First Services,Houston,TX,77080,4141 Commerce Dr,2026-02-16,2026-03-03,17425.52,7,delivered
ORD-10327,MFG-02,South Central DC,Dallas,TX,75294,First LLC,Denver,CO,80244,9923 Highway 10,2026-02-23,2026-02-27,12862.88,4,delivered
ORD-10328,MFG-02,South Central DC,Dallas,TX,75273,Metro Inc,San Antonio,TX,78287,3273 Warehouse Rd,2026-02-25,2026-02-28,9044.36,7,shipped
ORD-10329,MFG-08,Pacific Northwest DC,Seattle,WA,98136,Pacific LLC,Seattle,WA,98152,3843 Main St,2026-02-15,2026-02-27,20905.52,4,delivered
ORD-10330,MFG-02,South Central DC,Dallas,TX,75222,Metro Inc,Dallas,TX,75292,3788 Commerce Dr,2026-02-20,2026-03-04,11687.29,9,confirmed
ORD-10331,MFG-05,West Coast DC,Los Angeles,CA,90056,Metro Solutions,Austin,TX,78764,1899 Main St,2026-02-14,2026-03-04,21322.17,1,delivered
ORD-10332,MFG-06,Great Lakes Plant,Detroit,MI,48266,Pioneer Group,Detroit,MI,48244,1523 Industrial Blvd,2026-02-21,2026-03-03,2978.73,6,shipped
ORD-10333,MFG-07,Southwest Plant,Phoenix,AZ,85098,Horizon Goods,Seattle,WA,98163,2733 Main St,2026-02-14,2026-02-27,2727.27,6,delivered
ORD-10334,MFG-08,Pacific Northwest DC,Seattle,WA,98133,Vertex Supply,Detroit,MI,48258,5876 Parkway,2026-02-16,2026-02-27,23021.89,16,confirmed
ORD-10335,MFG-01,Midwest Plant,Chicago,IL,60618,Prime Distribution,Dallas,TX,75293,5149 Main St,2026-02-25,2026-03-03,14479.73,24,delivered
ORD-10336,MFG-02,South Central DC,Dallas,TX,75265,Fusion Inc,San Diego,CA,92171,5665 Highway 10,2026-02-22,2026-03-03,20999.97,5,delivered
ORD-10337,MFG-01,Midwest Plant,Chicago,IL,60692,Prime Group,Philadelphia,PA,19174,7689 Warehouse Rd,2026-02-17,2026-03-02,18823.04,3,shipped
ORD-10338,MFG-01,Midwest Plant,Chicago,IL,60674,Pioneer LLC,San Diego,CA,92180,6204 Commerce Dr,2026-02-18,2026-03-03,11558.5,3,delivered
ORD-10339,MFG-08,Pacific Northwest DC,Seattle,WA,98167,Crown Inc,Austin,TX,78725,8149 Highway 10,2026-02-13,2026-03-02,10175.48,4,open
ORD-10340,MFG-02,South Central DC,Dallas,TX,75287,Elite Inc,Detroit,MI,48291,4991 Parkway,2026-02-18,2026-03-02,16836.14,21,delivered
ORD-10341,MFG-04,Southeast Plant,Atlanta,GA,30368,United Inc,Austin,TX,78781,9830 Commerce Dr,2026-02-21,2026-03-03,11395.43,23,confirmed
ORD-10342,MFG-06,Great Lakes Plant,Detroit,MI,48255,Vertex LLC,San Jose,CA,95180,8553 Industrial Blvd,2026-02-15,2026-03-03,22437.4,2,shipped
ORD-10343,MFG-05,West Coast DC,Los Angeles,CA,90088,Prime LLC,San Antonio,TX,78234,1979 Warehouse Rd,2026-02-18,2026-03-01,20640.17,15,picked
ORD-10344,MFG-07,Southwest Plant,Phoenix,AZ,85015,Summit Distribution,Nashville,TN,37225,7382 Commerce Dr,2026-02-25,2026-03-02,24101.79,5,open
ORD-10345,MFG-07,Southwest Plant,Phoenix,AZ,85084,Fusion Equipment,Seattle,WA,98175,2904 Highway 10,2026-02-17,2026-03-02,20408.82,24,confirmed
ORD-10346,MFG-07,Southwest Plant,Phoenix,AZ,85063,Vertex Goods,Detroit,MI,48298,4068 Industrial Blvd,2026-02-21,2026-03-01,11403.22,10,confirmed
ORD-10347,MFG-05,West Coast DC,Los Angeles,CA,90099,Elite Corp,Boston,MA,02150,9070 Highway 10,2026-02-17,2026-02-28,15660.56,7,shipped
ORD-10348,MFG-03,Northeast Plant,Philadelphia,PA,19174,Vertex Distribution,Boston,MA,02198,5282 Highway 10,2026-02-21,2026-02-27,12087.19,18,delivered
ORD-10349,MFG-05,West Coast DC,Los Angeles,CA,90064,Metro Group,New York,NY,10076,1745 Main St,2026-02-16,2026-03-01,16805.82,2,picked
ORD-10350,MFG-05,West Coast DC,Los Angeles,CA,90028,Crown Co,Los Angeles,CA,90098,4836 Oak Ave,2026-02-13,2026-03-03,20378.55,12,confirmed
ORD-10351,MFG-07,Southwest Plant,Phoenix,AZ,85040,Prime Distribution,Denver,CO,80299,4713 Highway 10,2026-02-14,2026-03-03,9780.73,13,delivered
ORD-10352,MFG-01,Midwest Plant,Chicago,IL,60611,Central Group,Dallas,TX,75235,7260 Warehouse Rd,2026-02-21,2026-02-28,13733.39,19,delivered
ORD-10353,MFG-08,Pacific Northwest DC,Seattle,WA,98132,National Corp,Chicago,IL,60633,2848 Highway 10,2026-02-15,2026-03-02,1159.76,13,shipped
ORD-10354,MFG-03,Northeast Plant,Philadelphia,PA,19184,Summit Goods,Dallas,TX,75210,5416 Commerce Dr,2026-02-16,2026-03-03,3969.53,2,shipped
ORD-10355,MFG-05,West Coast DC,Los Angeles,CA,90072,Premier Distribution,Nashville,TN,37280,5867 Main St,2026-02-20,2026-03-03,5616.06,17,picked
ORD-10356,MFG-03,Northeast Plant,Philadelphia,PA,19163,First Co,Boston,MA,02178,6610 Main St,2026-02-18,2026-03-01,16633.86,7,shipped
ORD-10357,MFG-08,Pacific Northwest DC,Seattle,WA,98181,Global Services,New York,NY,10024,5669 Commerce Dr,2026-02-18,2026-02-28,17111.4,2,shipped
ORD-10358,MFG-05,West Coast DC,Los Angeles,CA,90079,Summit Group,San Jose,CA,95113,8469 Warehouse Rd,2026-02-22,2026-03-03,20100.0,17,shipped
ORD-10359,MFG-04,Southeast Plant,Atlanta,GA,30351,Central Services,Denver,CO,80220,1573 Oak Ave,2026-02-25,2026-03-04,15729.29,1,picked
ORD-10360,MFG-02,South Central DC,Dallas,TX,75236,Prime Inc,Boston,MA,02199,7131 Highway 10,2026-02-14,2026-03-03,17198.18,24,open
ORD-10361,MFG-02,South Central DC,Dallas,TX,75219,Apex Services,Los Angeles,CA,90032,4128 Parkway,2026-02-18,2026-02-27,10279.67,9,shipped
ORD-10362,MFG-06,Great Lakes Plant,Detroit,MI,48212,Premier Solutions,Fort Worth,TX,76196,1939 Parkway,2026-02-14,2026-02-27,14702.36,24,delivered
ORD-10363,MFG-02,South Central DC,Dallas,TX,75247,Horizon Corp,San Jose,CA,95187,1418 Industrial Blvd,2026-02-23,2026-03-03,9968.56,13,delivered
ORD-10364,MFG-04,Southeast Plant,Atlanta,GA,30327,Elite Inc,Fort Worth,TX,76179,4833 Highway 10,2026-02-20,2026-02-27,22191.41,22,delivered
ORD-10365,MFG-03,Northeast Plant,Philadelphia,PA,19125,Elite Co,Los Angeles,CA,90010,9384 Parkway,2026-02-15,2026-03-01,5369.81,10,delivered
ORD-10366,MFG-07,Southwest Plant,Phoenix,AZ,85092,Atlas Inc,Denver,CO,80228,2638 Oak Ave,2026-02-19,2026-02-28,2998.37,7,delivered
ORD-10367,MFG-08,Pacific Northwest DC,Seattle,WA,98192,Prime Solutions,Boston,MA,02119,4763 Highway 10,2026-02-19,2026-02-27,5055.83,4,delivered
ORD-10368,MFG-03,Northeast Plant,Philadelphia,PA,19195,First Materials,San Diego,CA,92122,4672 Parkway,2026-02-17,2026-02-27,12223.65,11,shipped
ORD-10369,MFG-06,Great Lakes Plant,Detroit,MI,48250,Elite Corp,Columbus,OH,43231,80 Industrial Blvd,2026-02-18,2026-02-28,18534.43,23,shipped
ORD-10370,MFG-06,Great Lakes Plant,Detroit,MI,48271,Premier Group,Charlotte,NC,28267,5878 Warehouse Rd,2026-02-24,2026-02-28,2854.49,18,delivered
ORD-10371,MFG-03,Northeast Plant,Philadelphia,PA,19178,Atlas Services,San Antonio,TX,78243,1253 Highway 10,2026-02-13,2026-02-27,15845.92,17,delivered
ORD-10372,MFG-04,Southeast Plant,Atlanta,GA,30314,Atlas Group,Boston,MA,02143,8905 Parkway,2026-02-16,2026-03-01,9903.58,12,delivered
ORD-10373,MFG-03,Northeast Plant,Philadelphia,PA,19169,Fusion Corp,Denver,CO,80275,1484 Commerce Dr,2026-02-25,2026-03-01,16617.56,1,delivered
ORD-10374,MFG-03,Northeast Plant,Philadelphia,PA,19167,Summit Co,Philadelphia,PA,19132,9280 Parkway,2026-02-16,2026-03-03,18340.31,24,delivered
ORD-10375,MFG-08,Pacific Northwest DC,Seattle,WA,98139,Horizon Supply,Chicago,IL,60643,6053 Oak Ave,2026-02-18,2026-02-27,22706.99,17,shipped
ORD-10376,MFG-01,Midwest Plant,Chicago,IL,60615,Metro Services,Austin,TX,78723,8543 Highway 10,2026-02-19,2026-03-04,6693.4,24,delivered
ORD-10377,MFG-07,Southwest Plant,Phoenix,AZ,85056,Elite Supply,Nashville,TN,37293,1276 Parkway,2026-02-22,2026-02-28,12981.84,8,shipped
ORD-10378,MFG-08,Pacific Northwest DC,Seattle,WA,98187,Pacific Corp,New York,NY,10074,2277 Commerce Dr,2026-02-18,2026-02-28,12936.35,3,shipped
ORD-10379,MFG-03,Northeast Plant,Philadelphia,PA,19156,Horizon Co,Detroit,MI,48225,3774 Commerce Dr,2026-02-21,2026-03-03,2966.47,24,delivered
ORD-10380,MFG-03,Northeast Plant,Philadelphia,PA,19192,Atlas Corp,Columbus,OH,43212,3993 Main St,2026-02-16,2026-02-27,15794.08,5,open
ORD-10381,MFG-01,Midwest Plant,Chicago,IL,60631,Premier Co,Dallas,TX,75233,8465 Commerce Dr,2026-02-13,2026-03-02,18240.16,24,delivered
ORD-10382,MFG-08,Pacific Northwest DC,Seattle,WA,98187,Metro Goods,Seattle,WA,98171,2795 Oak Ave,2026-02-22,2026-03-04,3696.4,20,delivered
ORD-10383,MFG-05,West Coast DC,Los Angeles,CA,90031,Central Distribution,Austin,TX,78768,9774 Parkway,2026-02-18,2026-02-27,9728.73,13,confirmed
ORD-10384,MFG-07,Southwest Plant,Phoenix,AZ,85029,Horizon Corp,Detroit,MI,48222,2907 Commerce Dr,2026-02-13,2026-03-04,12657.73,18,confirmed
ORD-10385,MFG-01,Midwest Plant,Chicago,IL,60696,Horizon Services,Columbus,OH,43276,6893 Industrial Blvd,2026-02-14,2026-03-04,13315.94,23,picked
ORD-10386,MFG-06,Great Lakes Plant,Detroit,MI,48285,Fusion Distribution,Nashville,TN,37222,6972 Oak Ave,2026-02-24,2026-02-28,22765.62,8,confirmed
ORD-10387,MFG-07,Southwest Plant,Phoenix,AZ,85042,Prime Services,San Antonio,TX,78210,117 Parkway,2026-02-15,2026-03-02,328.77,17,delivered
ORD-10388,MFG-06,Great Lakes Plant,Detroit,MI,48223,Apex Co,Phoenix,AZ,85064,9591 Industrial Blvd,2026-02-23,2026-02-28,9236.26,19,shipped
ORD-10389,MFG-07,Southwest Plant,Phoenix,AZ,85080,Apex Corp,Boston,MA,02171,2929 Industrial Blvd,2026-02-24,2026-03-02,24714.43,9,delivered
ORD-10390,MFG-02,South Central DC,Dallas,TX,75239,Fusion Inc,Charlotte,NC,28299,2651 Main St,2026-02-25,2026-02-28,19684.12,13,delivered
ORD-10391,MFG-03,Northeast Plant,Philadelphia,PA,19159,Premier Parts,New York,NY,10021,2382 Commerce Dr,2026-02-23,2026-03-04,1742.4,3,picked
ORD-10392,MFG-07,Southwest Plant,Phoenix,AZ,85061,Central Distribution,Detroit,MI,48293,8537 Industrial Blvd,2026-02-14,2026-03-03,16061.24,6,shipped
ORD-10393,MFG-05,West Coast DC,Los Angeles,CA,90034,United Inc,Los Angeles,CA,90086,8365 Parkway,2026-02-18,2026-03-03,4361.65,20,open
ORD-10394,MFG-03,Northeast Plant,Philadelphia,PA,19121,Premier LLC,Dallas,TX,75261,5786 Highway 10,2026-02-22,2026-03-01,5127.71,19,open
ORD-10395,MFG-05,West Coast DC,Los Angeles,CA,90081,Apex Parts,Nashville,TN,37254,5694 Warehouse Rd,2026-02-18,2026-02-28,24081.97,20,shipped
ORD-10396,MFG-05,West Coast DC,Los Angeles,CA,90032,Sterling Group,Columbus,OH,43274,1745 Parkway,2026-02-25,2026-02-27,8598.15,10,confirmed
ORD-10397,MFG-05,West Coast DC,Los Angeles,CA,90098,Pioneer Parts,Charlotte,NC,28258,9227 Commerce Dr,2026-02-18,2026-03-03,24036.78,11,shipped
ORD-10398,MFG-08,Pacific Northwest DC,Seattle,WA,98124,Vertex Solutions,Dallas,TX,75218,6270 Highway 10,2026-02-18,2026-03-03,17574.23,22,delivered
ORD-10399,MFG-01,Midwest Plant,Chicago,IL,60699,Prime Solutions,Dallas,TX,75241,4707 Main St,2026-02-21,2026-03-01,13930.6,3,picked
ORD-10400,MFG-04,Southeast Plant,Atlanta,GA,30383,Central Co,Dallas,TX,75233,3116 Commerce Dr,2026-02-17,2026-03-03,18425.41,8,delivered
ORD-10401,MFG-04,Southeast Plant,Atlanta,GA,30341,Fusion Inc,Detroit,MI,48255,2556 Warehouse Rd,2026-02-15,2026-02-27,16943.93,3,delivered
ORD-10402,MFG-01,Midwest Plant,Chicago,IL,60671,Sterling Group,Jacksonville,FL,32289,5168 Commerce Dr,2026-02-19,2026-03-04,4694.37,16,delivered
ORD-10403,MFG-07,Southwest Plant,Phoenix,AZ,85038,Elite Services,Nashville,TN,37226,888 Parkway,2026-02-23,2026-03-03,23500.41,16,open
ORD-10404,MFG-03,Northeast Plant,Philadelphia,PA,19168,Global Solutions,Houston,TX,77099,8491 Commerce Dr,2026-02-13,2026-02-28,16901.46,1,shipped
ORD-10405,MFG-06,Great Lakes Plant,Detroit,MI,48288,Metro Supply,Dallas,TX,75233,8988 Industrial Blvd,2026-02-19,2026-02-28,23969.39,16,shipped
ORD-10406,MFG-07,Southwest Plant,Phoenix,AZ,85036,Atlas Co,Columbus,OH,43299,6100 Industrial Blvd,2026-02-22,2026-03-04,11350.62,9,delivered
ORD-10407,MFG-02,South Central DC,Dallas,TX,75244,Horizon Inc,San Diego,CA,92181,7082 Warehouse Rd,2026-02-17,2026-03-01,20030.93,5,delivered
ORD-10408,MFG-03,Northeast Plant,Philadelphia,PA,19163,Atlas Inc,Seattle,WA,98127,8471 Parkway,2026-02-20,2026-03-03,7605.85,16,delivered
ORD-10409,MFG-07,Southwest Plant,Phoenix,AZ,85022,National Solutions,Philadelphia,PA,19117,3531 Warehouse Rd,2026-02-24,2026-02-28,2543.1,21,delivered
ORD-10410,MFG-06,Great Lakes Plant,Detroit,MI,48281,Central Components,Boston,MA,02142,5639 Main St,2026-02-15,2026-03-01,21704.11,12,delivered
ORD-10411,MFG-03,Northeast Plant,Philadelphia,PA,19146,Pacific Corp,Jacksonville,FL,32251,8364 Commerce Dr,2026-02-23,2026-03-03,9619.61,3,shipped
ORD-10412,MFG-06,Great Lakes Plant,Detroit,MI,48263,Prime Group,Detroit,MI,48283,6632 Warehouse Rd,2026-02-14,2026-03-04,4175.69,3,picked
ORD-10413,MFG-05,West Coast DC,Los Angeles,CA,90087,Vertex Corp,Fort Worth,TX,76144,7290 Warehouse Rd,2026-02-21,2026-03-04,14734.96,24,delivered
ORD-10414,MFG-03,Northeast Plant,Philadelphia,PA,19112,Premier Supply,Phoenix,AZ,85040,4123 Highway 10,2026-02-14,2026-03-03,4297.73,7,confirmed
ORD-10415,MFG-01,Midwest Plant,Chicago,IL,60613,First Co,Fort Worth,TX,76177,1364 Main St,2026-02-16,2026-02-28,16422.59,3,delivered
ORD-10416,MFG-04,Southeast Plant,Atlanta,GA,30346,Prime Supply,Charlotte,NC,28290,2072 Oak Ave,2026-02-17,2026-03-02,1023.6,1,shipped
ORD-10417,MFG-08,Pacific Northwest DC,Seattle,WA,98179,Atlas Services,Dallas,TX,75280,7289 Oak Ave,2026-02-17,2026-03-04,14999.97,19,delivered
ORD-10418,MFG-05,West Coast DC,Los Angeles,CA,90054,First Inc,Seattle,WA,98179,3722 Warehouse Rd,2026-02-23,2026-02-27,9239.72,10,shipped
ORD-10419,MFG-01,Midwest Plant,Chicago,IL,60676,Horizon Group,Phoenix,AZ,85054,4699 Commerce Dr,2026-02-13,2026-03-02,23063.9,23,delivered
ORD-10420,MFG-01,Midwest Plant,Chicago,IL,60665,Apex Co,San Jose,CA,95186,3789 Warehouse Rd,2026-02-22,2026-02-27,10381.64,7,delivered
ORD-10421,MFG-03,Northeast Plant,Philadelphia,PA,19192,Fusion Group,Fort Worth,TX,76158,3615 Industrial Blvd,2026-02-23,2026-02-27,6103.11,21,delivered
ORD-10422,MFG-05,West Coast DC,Los Angeles,CA,90093,Pioneer Supplies,Boston,MA,02144,6766 Oak Ave,2026-02-14,2026-03-04,3545.11,6,confirmed
ORD-10423,MFG-05,West Coast DC,Los Angeles,CA,90099,Global Group,Detroit,MI,48272,3077 Industrial Blvd,2026-02-16,2026-02-27,24247.45,2,open
ORD-10424,MFG-05,West Coast DC,Los Angeles,CA,90026,Horizon Solutions,Charlotte,NC,28211,3815 Main St,2026-02-13,2026-02-27,5547.12,16,shipped
ORD-10425,MFG-08,Pacific Northwest DC,Seattle,WA,98199,Crown Supply,Los Angeles,CA,90052,1315 Warehouse Rd,2026-02-16,2026-03-03,6772.61,2,shipped
ORD-10426,MFG-03,Northeast Plant,Philadelphia,PA,19134,Summit Co,Dallas,TX,75258,207 Main St,2026-02-19,2026-03-04,19314.95,13,shipped
ORD-10427,MFG-08,Pacific Northwest DC,Seattle,WA,98122,Crown Distribution,Denver,CO,80295,3416 Commerce Dr,2026-02-20,2026-03-01,4091.49,11,delivered
ORD-10428,MFG-02,South Central DC,Dallas,TX,75242,Vertex Solutions,Seattle,WA,98191,4896 Oak Ave,2026-02-14,2026-03-01,5562.04,22,confirmed
ORD-10429,MFG-01,Midwest Plant,Chicago,IL,60631,Horizon Materials,Dallas,TX,75284,1961 Commerce Dr,2026-02-18,2026-03-03,24225.55,1,delivered
ORD-10430,MFG-06,Great Lakes Plant,Detroit,MI,48221,Pacific Distribution,San Diego,CA,92130,8191 Main St,2026-02-21,2026-03-03,1642.3,21,shipped
ORD-10431,MFG-02,South Central DC,Dallas,TX,75226,Apex Solutions,Seattle,WA,98139,5190 Parkway,2026-02-21,2026-03-03,18369.74,15,open
ORD-10432,MFG-03,Northeast Plant,Philadelphia,PA,19142,Prime Supply,Los Angeles,CA,90072,7169 Parkway,2026-02-24,2026-02-28,14232.54,7,delivered
ORD-10433,MFG-05,West Coast DC,Los Angeles,CA,90086,Pioneer Inc,Boston,MA,02130,1129 Parkway,2026-02-23,2026-02-27,20512.55,10,delivered
ORD-10434,MFG-07,Southwest Plant,Phoenix,AZ,85033,Crown Services,New York,NY,10089,5966 Warehouse Rd,2026-02-18,2026-03-02,18066.94,11,delivered
ORD-10435,MFG-04,Southeast Plant,Atlanta,GA,30377,Sterling LLC,Seattle,WA,98180,2526 Parkway,2026-02-20,2026-02-28,16076.46,14,confirmed
ORD-10436,MFG-01,Midwest Plant,Chicago,IL,60626,Apex Supply,Philadelphia,PA,19114,3311 Main St,2026-02-17,2026-03-01,940.66,4,delivered
ORD-10437,MFG-05,West Coast DC,Los Angeles,CA,90016,Premier Supply,Jacksonville,FL,32238,9928 Highway 10,2026-02-13,2026-02-27,16445.37,7,delivered
ORD-10438,MFG-01,Midwest Plant,Chicago,IL,60656,Premier Group,Boston,MA,02163,6047 Warehouse Rd,2026-02-14,2026-03-03,6755.52,20,open
ORD-10439,MFG-02,South Central DC,Dallas,TX,75237,United Goods,Denver,CO,80222,1659 Highway 10,2026-02-25,2026-02-28,4858.09,13,delivered
ORD-10440,MFG-03,Northeast Plant,Philadelphia,PA,19181,Global Corp,Boston,MA,02163,1729 Warehouse Rd,2026-02-21,2026-03-02,11549.21,22,delivered
ORD-10441,MFG-03,Northeast Plant,Philadelphia,PA,19180,Prime Distribution,Fort Worth,TX,76174,5530 Highway 10,2026-02-25,2026-02-27,11158.85,20,shipped
ORD-10442,MFG-06,Great Lakes Plant,Detroit,MI,48257,Apex Distribution,Columbus,OH,43291,7055 Warehouse Rd,2026-02-20,2026-03-03,6131.96,20,delivered
ORD-10443,MFG-05,West Coast DC,Los Angeles,CA,90056,First Inc,Charlotte,NC,28267,6506 Main St,2026-02-13,2026-03-03,14954.71,10,delivered
ORD-10444,MFG-05,West Coast DC,Los Angeles,CA,90038,Atlas Corp,San Antonio,TX,78250,356 Warehouse Rd,2026-02-19,2026-03-03,12855.1,18,delivered
ORD-10445,MFG-02,South Central DC,Dallas,TX,75214,First LLC,Charlotte,NC,28255,2558 Oak Ave,2026-02-21,2026-02-28,6358.94,19,shipped
ORD-10446,MFG-07,Southwest Plant,Phoenix,AZ,85082,Atlas LLC,San Antonio,TX,78219,5320 Warehouse Rd,2026-02-17,2026-03-01,20668.78,16,delivered
ORD-10447,MFG-05,West Coast DC,Los Angeles,CA,90014,Global Co,Nashville,TN,37258,1286 Warehouse Rd,2026-02-21,2026-02-27,22012.84,12,shipped
ORD-10448,MFG-01,Midwest Plant,Chicago,IL,60691,United Corp,Fort Worth,TX,76116,4994 Parkway,2026-02-20,2026-02-27,14188.09,18,shipped
ORD-10449,MFG-01,Midwest Plant,Chicago,IL,60696,Pacific Corp,Fort Worth,TX,76167,9751 Parkway,2026-02-15,2026-03-02,10883.6,8,delivered
ORD-10450,MFG-06,Great Lakes Plant,Detroit,MI,48220,Pacific Corp,Seattle,WA,98183,808 Parkway,2026-02-19,2026-03-01,10053.4,3,shipped
ORD-10451,MFG-08,Pacific Northwest DC,Seattle,WA,98181,United Co,San Antonio,TX,78272,6477 Highway 10,2026-02-17,2026-03-02,15457.52,18,delivered
ORD-10452,MFG-02,South Central DC,Dallas,TX,75244,Elite Goods,Columbus,OH,43251,9438 Main St,2026-02-23,2026-02-27,9226.9,14,picked
ORD-10453,MFG-01,Midwest Plant,Chicago,IL,60649,Elite Corp,Philadelphia,PA,19154,7246 Parkway,2026-02-23,2026-02-27,23116.7,2,picked
ORD-10454,MFG-02,South Central DC,Dallas,TX,75224,First Supply,Los Angeles,CA,90041,2420 Warehouse Rd,2026-02-19,2026-03-04,8680.29,1,delivered
ORD-10455,MFG-08,Pacific Northwest DC,Seattle,WA,98112,Pacific Inc,Austin,TX,78736,8815 Oak Ave,2026-02-25,2026-02-28,13787.68,9,delivered
ORD-10456,MFG-07,Southwest Plant,Phoenix,AZ,85084,Summit Supply,Denver,CO,80215,4186 Oak Ave,2026-02-19,2026-02-27,19761.33,7,delivered
ORD-10457,MFG-01,Midwest Plant,Chicago,IL,60618,Apex Co,Fort Worth,TX,76194,4446 Highway 10,2026-02-21,2026-03-04,624.1,4,delivered
ORD-10458,MFG-07,Southwest Plant,Phoenix,AZ,85075,Pioneer Distribution,Houston,TX,77050,7941 Warehouse Rd,2026-02-25,2026-03-02,4782.47,3,delivered
ORD-10459,MFG-01,Midwest Plant,Chicago,IL,60615,Elite Solutions,San Diego,CA,92177,4996 Industrial Blvd,2026-02-22,2026-03-01,4051.58,24,shipped
ORD-10460,MFG-05,West Coast DC,Los Angeles,CA,90040,United Corp,Denver,CO,80245,1016 Highway 10,2026-02-22,2026-02-28,23611.8,1,delivered
ORD-10461,MFG-06,Great Lakes Plant,Detroit,MI,48260,First Equipment,Phoenix,AZ,85021,6263 Parkway,2026-02-18,2026-03-04,6122.97,14,picked
ORD-10462,MFG-08,Pacific Northwest DC,Seattle,WA,98179,Sterling Corp,Phoenix,AZ,85036,2271 Parkway,2026-02-17,2026-03-02,7828.61,5,delivered
ORD-10463,MFG-07,Southwest Plant,Phoenix,AZ,85028,Pacific Inc,Nashville,TN,37230,5202 Main St,2026-02-25,2026-03-02,3091.92,24,shipped
ORD-10464,MFG-06,Great Lakes Plant,Detroit,MI,48262,Metro Inc,Columbus,OH,43248,7259 Highway 10,2026-02-19,2026-03-04,19510.83,5,confirmed
ORD-10465,MFG-05,West Coast DC,Los Angeles,CA,90087,Horizon Corp,Nashville,TN,37288,3784 Parkway,2026-02-18,2026-02-28,798.2,22,open
ORD-10466,MFG-08,Pacific Northwest DC,Seattle,WA,98193,Acme Group,Jacksonville,FL,32233,6349 Commerce Dr,2026-02-16,2026-03-01,4952.51,6,open
ORD-10467,MFG-07,Southwest Plant,Phoenix,AZ,85038,Pioneer Co,San Antonio,TX,78236,1084 Oak Ave,2026-02-23,2026-03-04,12325.08,20,shipped
ORD-10468,MFG-07,Southwest Plant,Phoenix,AZ,85061,Crown Distribution,Los Angeles,CA,90087,6233 Highway 10,2026-02-22,2026-02-28,23487.61,20,delivered
ORD-10469,MFG-01,Midwest Plant,Chicago,IL,60676,Summit Distribution,Houston,TX,77067,7486 Warehouse Rd,2026-02-14,2026-03-04,13039.76,8,shipped
ORD-10470,MFG-07,Southwest Plant,Phoenix,AZ,85076,Fusion Inc,Los Angeles,CA,90034,4771 Commerce Dr,2026-02-20,2026-03-01,11614.48,10,shipped
ORD-10471,MFG-03,Northeast Plant,Philadelphia,PA,19169,Metro Supply,Charlotte,NC,28221,8203 Main St,2026-02-16,2026-02-28,10426.95,13,shipped
ORD-10472,MFG-04,Southeast Plant,Atlanta,GA,30368,Pioneer Solutions,Chicago,IL,60642,5310 Highway 10,2026-02-16,2026-03-02,18371.57,23,confirmed
ORD-10473,MFG-02,South Central DC,Dallas,TX,75277,Atlas Corp,Fort Worth,TX,76175,2620 Commerce Dr,2026-02-22,2026-03-02,19241.27,2,delivered
ORD-10474,MFG-03,Northeast Plant,Philadelphia,PA,19128,Pacific Co,Philadelphia,PA,19116,6875 Industrial Blvd,2026-02-23,2026-02-28,15717.35,10,confirmed
ORD-10475,MFG-01,Midwest Plant,Chicago,IL,60689,Horizon Co,Dallas,TX,75211,7515 Commerce Dr,2026-02-25,2026-03-04,20215.25,18,delivered
ORD-10476,MFG-04,Southeast Plant,Atlanta,GA,30385,Crown Co,Seattle,WA,98168,6720 Commerce Dr,2026-02-13,2026-02-27,22071.87,8,shipped
ORD-10477,MFG-01,Midwest Plant,Chicago,IL,60633,Prime LLC,Phoenix,AZ,85017,5719 Main St,2026-02-13,2026-02-27,14515.6,22,delivered
ORD-10478,MFG-01,Midwest Plant,Chicago,IL,60623,Summit LLC,Columbus,OH,43232,2644 Highway 10,2026-02-17,2026-02-28,18770.97,15,shipped
ORD-10479,MFG-05,West Coast DC,Los Angeles,CA,90051,National Solutions,Jacksonville,FL,32258,1109 Warehouse Rd,2026-02-14,2026-03-01,11849.8,10,confirmed
ORD-10480,MFG-07,Southwest Plant,Phoenix,AZ,85077,Premier Supply,San Antonio,TX,78299,3426 Parkway,2026-02-15,2026-02-27,18283.75,19,delivered
ORD-10481,MFG-05,West Coast DC,Los Angeles,CA,90064,Horizon Supply,Detroit,MI,48250,4255 Parkway,2026-02-21,2026-03-02,15415.11,5,shipped
ORD-10482,MFG-03,Northeast Plant,Philadelphia,PA,19188,Central Supplies,San Diego,CA,92147,3172 Main St,2026-02-13,2026-02-27,15692.7,15,confirmed
ORD-10483,MFG-07,Southwest Plant,Phoenix,AZ,85015,National LLC,Austin,TX,78754,9182 Warehouse Rd,2026-02-18,2026-03-02,16069.37,1,delivered
